idade,trabalho,atraso,contato,mes,duracao,anterior,produto
35-59,aposentado,não,telefone móvel,agosto,longa,nenhum,sim
19-34,escritório,não,telefone fixo,julho,longa,nenhum,não
35-59,outros,não,telefone móvel,agosto,longa,nenhum,sim
60+,escritório,desconhecido,telefone móvel,maio,longa,nenhum,não
35-59,outros,não,telefone móvel,maio,média,apenas um,não
19-34,escritório,não,telefone fixo,junho,curta,nenhum,não
19-34,escritório,não,telefone móvel,outubro,longa,nenhum,sim
19-34,escritório,não,telefone móvel,agosto,curta,apenas um,não
19-34,terceirizados,não,telefone móvel,julho,longa,nenhum,sim
19-34,escritório,não,telefone móvel,junho,curta,apenas um,sim
19-34,outros,desconhecido,telefone móvel,junho,longa,mais de um,não
35-59,escritório,desconhecido,telefone móvel,agosto,média,nenhum,não
19-34,terceirizados,não,telefone móvel,novembro,média,nenhum,não
35-59,manual,não,telefone fixo,maio,média,nenhum,não
35-59,escritório,não,telefone móvel,agosto,curta,nenhum,não
19-34,manual,desconhecido,telefone fixo,julho,longa,nenhum,sim
35-59,escritório,não,telefone móvel,novembro,média,nenhum,não
35-59,aposentado,não,telefone móvel,julho,média,nenhum,não
19-34,escritório,não,telefone móvel,maio,média,nenhum,não
35-59,terceirizados,não,telefone móvel,julho,curta,nenhum,não
19-34,manual,não,telefone móvel,abril,longa,nenhum,sim
19-34,escritório,não,telefone móvel,abril,média,apenas um,não
35-59,outros,não,telefone móvel,junho,longa,apenas um,sim
19-34,manual,não,telefone móvel,maio,longa,nenhum,sim
35-59,escritório,não,telefone móvel,julho,curta,nenhum,não
35-59,escritório,não,telefone móvel,julho,curta,nenhum,não
19-34,outros,não,telefone fixo,setembro,longa,nenhum,não
35-59,manual,não,telefone fixo,maio,curta,nenhum,não
35-59,manual,desconhecido,telefone móvel,julho,longa,nenhum,não
35-59,outros,não,telefone fixo,maio,longa,nenhum,não
60+,aposentado,não,telefone móvel,agosto,média,apenas um,sim
35-59,manual,desconhecido,telefone fixo,maio,longa,nenhum,sim
35-59,manual,desconhecido,telefone fixo,junho,média,nenhum,não
35-59,escritório,não,telefone fixo,agosto,curta,nenhum,não
19-34,outros,não,telefone móvel,novembro,curta,nenhum,não
35-59,outros,não,telefone móvel,julho,curta,nenhum,não
19-34,escritório,não,telefone móvel,novembro,média,nenhum,não
35-59,outros,não,telefone móvel,julho,longa,nenhum,sim
35-59,outros,não,telefone móvel,setembro,média,apenas um,sim
19-34,escritório,não,telefone móvel,junho,longa,nenhum,sim
35-59,escritório,não,telefone fixo,agosto,longa,mais de um,sim
35-59,gerência,não,telefone fixo,junho,longa,nenhum,não
35-59,outros,não,telefone móvel,novembro,média,nenhum,não
60+,aposentado,desconhecido,telefone móvel,julho,curta,nenhum,não
19-34,escritório,não,telefone móvel,dezembro,longa,nenhum,sim
19-34,escritório,não,telefone fixo,junho,curta,nenhum,não
35-59,escritório,não,telefone móvel,abril,longa,nenhum,não
19-34,manual,não,telefone móvel,maio,curta,nenhum,não
60+,aposentado,não,telefone fixo,setembro,longa,nenhum,não
35-59,manual,não,telefone fixo,maio,curta,nenhum,não
19-34,manual,não,telefone móvel,abril,longa,nenhum,não
60+,aposentado,não,telefone móvel,maio,média,mais de um,não
19-34,escritório,não,telefone móvel,junho,curta,mais de um,não
19-34,escritório,não,telefone fixo,agosto,curta,apenas um,não
35-59,terceirizados,não,telefone fixo,maio,média,nenhum,não
19-34,outros,não,telefone móvel,junho,média,nenhum,sim
35-59,escritório,não,telefone fixo,junho,média,nenhum,não
35-59,manual,desconhecido,telefone móvel,maio,curta,apenas um,não
35-59,gerência,não,telefone móvel,novembro,média,apenas um,não
60+,outros,não,telefone móvel,dezembro,longa,nenhum,sim
35-59,escritório,não,telefone móvel,novembro,longa,apenas um,não
19-34,terceirizados,não,telefone fixo,maio,curta,nenhum,não
19-34,outros,não,telefone móvel,maio,longa,nenhum,sim
19-34,escritório,não,telefone móvel,setembro,média,mais de um,sim
35-59,manual,desconhecido,telefone fixo,julho,curta,nenhum,não
19-34,outros,não,telefone móvel,maio,média,nenhum,não
60+,escritório,não,telefone móvel,novembro,longa,mais de um,sim
19-34,escritório,não,telefone móvel,outubro,média,nenhum,sim
19-34,outros,não,telefone móvel,março,longa,nenhum,sim
35-59,outros,não,telefone móvel,agosto,média,mais de um,sim
35-59,manual,não,telefone fixo,maio,longa,nenhum,não
35-59,escritório,não,telefone fixo,maio,média,nenhum,não
35-59,outros,desconhecido,telefone fixo,maio,média,nenhum,não
35-59,escritório,não,telefone móvel,novembro,longa,nenhum,não
35-59,outros,não,telefone móvel,abril,média,apenas um,não
35-59,terceirizados,não,telefone móvel,julho,longa,nenhum,sim
19-34,terceirizados,não,telefone móvel,junho,média,apenas um,sim
35-59,manual,desconhecido,telefone fixo,maio,longa,nenhum,não
19-34,outros,não,telefone móvel,maio,longa,nenhum,não
35-59,outros,não,telefone fixo,maio,média,nenhum,não
35-59,escritório,não,telefone móvel,julho,longa,nenhum,sim
19-34,manual,desconhecido,telefone móvel,maio,média,nenhum,não
19-34,escritório,não,telefone móvel,março,curta,nenhum,não
35-59,escritório,não,telefone móvel,outubro,curta,nenhum,não
19-34,manual,desconhecido,telefone móvel,novembro,curta,nenhum,não
35-59,terceirizados,desconhecido,telefone móvel,maio,média,nenhum,não
35-59,escritório,não,telefone móvel,agosto,média,nenhum,não
35-59,manual,desconhecido,telefone fixo,maio,média,nenhum,não
19-34,escritório,não,telefone móvel,agosto,longa,mais de um,sim
35-59,terceirizados,desconhecido,telefone móvel,julho,longa,nenhum,sim
35-59,outros,não,telefone móvel,novembro,longa,nenhum,sim
35-59,escritório,não,telefone móvel,agosto,curta,nenhum,não
35-59,gerência,não,telefone fixo,junho,longa,nenhum,não
19-34,escritório,não,telefone móvel,julho,curta,nenhum,não
35-59,escritório,desconhecido,telefone móvel,maio,longa,apenas um,não
35-59,outros,não,telefone móvel,maio,média,apenas um,não
35-59,escritório,desconhecido,telefone fixo,junho,longa,nenhum,sim
19-34,escritório,não,telefone móvel,abril,média,nenhum,não
35-59,escritório,não,telefone móvel,agosto,longa,nenhum,não
35-59,gerência,não,telefone fixo,novembro,média,nenhum,sim
19-34,outros,desconhecido,telefone fixo,maio,longa,nenhum,sim
35-59,outros,não,telefone móvel,maio,longa,nenhum,sim
35-59,manual,não,telefone móvel,julho,longa,nenhum,sim
35-59,escritório,não,telefone móvel,agosto,média,nenhum,não
19-34,terceirizados,não,telefone fixo,junho,média,nenhum,não
19-34,manual,desconhecido,telefone móvel,abril,longa,nenhum,não
19-34,manual,não,telefone fixo,maio,média,nenhum,não
35-59,outros,não,telefone fixo,maio,longa,nenhum,sim
19-34,manual,não,telefone móvel,julho,longa,nenhum,sim
35-59,outros,não,telefone móvel,maio,média,nenhum,não
35-59,manual,não,telefone móvel,março,curta,nenhum,não
35-59,outros,desconhecido,telefone fixo,maio,média,nenhum,não
19-34,escritório,não,telefone fixo,maio,longa,nenhum,sim
35-59,manual,desconhecido,telefone móvel,novembro,curta,apenas um,não
35-59,outros,não,telefone fixo,junho,curta,nenhum,não
19-34,outros,desconhecido,telefone móvel,maio,curta,apenas um,não
19-34,escritório,não,telefone móvel,julho,curta,nenhum,não
35-59,outros,não,telefone móvel,novembro,média,nenhum,não
19-34,outros,não,telefone fixo,julho,média,nenhum,não
35-59,escritório,não,telefone móvel,julho,média,nenhum,não
35-59,escritório,não,telefone móvel,agosto,curta,nenhum,não
19-34,manual,não,telefone fixo,junho,curta,nenhum,não
35-59,outros,não,telefone móvel,novembro,curta,nenhum,não
19-34,outros,não,telefone móvel,junho,longa,apenas um,sim
19-34,escritório,não,telefone móvel,agosto,média,nenhum,sim
35-59,terceirizados,não,telefone móvel,maio,curta,nenhum,não
35-59,outros,não,telefone móvel,novembro,média,apenas um,não
35-59,escritório,não,telefone móvel,dezembro,média,apenas um,sim
35-59,outros,não,telefone móvel,agosto,longa,nenhum,sim
35-59,outros,desconhecido,telefone fixo,maio,longa,nenhum,não
35-59,outros,não,telefone móvel,julho,longa,nenhum,sim
35-59,escritório,não,telefone móvel,agosto,longa,nenhum,sim
35-59,terceirizados,não,telefone móvel,maio,curta,nenhum,não
35-59,gerência,não,telefone móvel,julho,longa,nenhum,sim
60+,outros,desconhecido,telefone fixo,junho,média,nenhum,não
35-59,escritório,não,telefone móvel,abril,média,apenas um,não
35-59,terceirizados,não,telefone fixo,junho,média,nenhum,não
35-59,manual,não,telefone móvel,junho,longa,nenhum,sim
19-34,manual,não,telefone fixo,maio,longa,nenhum,não
35-59,escritório,desconhecido,telefone móvel,agosto,curta,nenhum,não
60+,aposentado,não,telefone móvel,novembro,longa,apenas um,sim
35-59,escritório,não,telefone móvel,novembro,longa,nenhum,não
19-34,outros,não,telefone fixo,abril,média,nenhum,não
19-34,escritório,não,telefone móvel,abril,longa,nenhum,sim
19-34,outros,não,telefone fixo,novembro,longa,nenhum,não
35-59,outros,desconhecido,telefone fixo,agosto,curta,nenhum,não
35-59,outros,não,telefone móvel,julho,longa,nenhum,não
35-59,outros,não,telefone móvel,junho,longa,apenas um,sim
35-59,manual,não,telefone fixo,junho,média,nenhum,não
35-59,escritório,não,telefone fixo,maio,curta,nenhum,não
35-59,escritório,não,telefone móvel,agosto,longa,nenhum,não
35-59,gerência,não,telefone fixo,novembro,média,apenas um,não
35-59,outros,não,telefone móvel,abril,média,nenhum,não
35-59,manual,desconhecido,telefone móvel,maio,longa,apenas um,não
35-59,outros,não,telefone móvel,agosto,média,nenhum,sim
19-34,outros,não,telefone móvel,agosto,curta,nenhum,não
35-59,manual,não,telefone fixo,maio,longa,nenhum,sim
35-59,outros,não,telefone fixo,maio,longa,nenhum,sim
35-59,escritório,não,telefone móvel,abril,curta,nenhum,sim
35-59,manual,não,telefone fixo,maio,média,nenhum,não
35-59,manual,não,telefone fixo,julho,curta,nenhum,não
19-34,escritório,não,telefone fixo,maio,longa,nenhum,não
19-34,escritório,não,telefone móvel,outubro,média,mais de um,sim
35-59,manual,desconhecido,telefone fixo,abril,longa,apenas um,sim
19-34,outros,não,telefone móvel,agosto,curta,nenhum,não
35-59,gerência,não,telefone fixo,junho,longa,nenhum,sim
35-59,outros,não,telefone móvel,agosto,média,nenhum,não
35-59,gerência,não,telefone fixo,junho,longa,nenhum,não
35-59,manual,não,telefone móvel,julho,média,nenhum,não
35-59,manual,não,telefone móvel,maio,média,apenas um,não
35-59,outros,não,telefone móvel,abril,longa,nenhum,sim
19-34,outros,não,telefone móvel,abril,média,apenas um,não
19-34,outros,não,telefone fixo,maio,longa,nenhum,sim
19-34,escritório,não,telefone móvel,maio,curta,nenhum,não
19-34,escritório,não,telefone móvel,julho,média,nenhum,não
35-59,escritório,não,telefone fixo,maio,longa,nenhum,não
35-59,escritório,não,telefone móvel,novembro,longa,nenhum,não
19-34,outros,não,telefone móvel,julho,longa,nenhum,não
35-59,outros,desconhecido,telefone móvel,agosto,curta,nenhum,não
35-59,manual,não,telefone fixo,junho,média,nenhum,não
35-59,terceirizados,não,telefone móvel,julho,longa,nenhum,não
35-59,outros,não,telefone fixo,junho,longa,nenhum,não
35-59,manual,não,telefone fixo,maio,média,nenhum,não
35-59,manual,desconhecido,telefone fixo,maio,curta,nenhum,não
35-59,manual,não,telefone móvel,novembro,curta,nenhum,não
19-34,escritório,não,telefone móvel,setembro,média,mais de um,sim
35-59,outros,desconhecido,telefone fixo,maio,média,nenhum,não
19-34,escritório,não,telefone fixo,agosto,longa,nenhum,sim
19-34,escritório,não,telefone móvel,julho,curta,nenhum,não
19-34,gerência,não,telefone móvel,novembro,longa,nenhum,não
35-59,outros,desconhecido,telefone móvel,abril,longa,nenhum,sim
19-34,escritório,não,telefone fixo,junho,média,nenhum,não
35-59,manual,não,telefone fixo,maio,média,nenhum,não
35-59,outros,não,telefone móvel,julho,longa,nenhum,sim
35-59,gerência,não,telefone móvel,abril,curta,apenas um,não
35-59,escritório,não,telefone móvel,abril,longa,nenhum,não
35-59,gerência,não,telefone móvel,abril,longa,nenhum,sim
35-59,outros,não,telefone móvel,agosto,longa,mais de um,sim
19-34,terceirizados,desconhecido,telefone móvel,agosto,média,nenhum,não
19-34,manual,não,telefone móvel,maio,longa,nenhum,sim
35-59,outros,não,telefone móvel,março,média,apenas um,sim
19-34,manual,não,telefone móvel,maio,média,nenhum,não
35-59,escritório,não,telefone móvel,novembro,curta,nenhum,não
35-59,gerência,não,telefone fixo,junho,longa,nenhum,não
35-59,outros,desconhecido,telefone fixo,maio,média,nenhum,não
35-59,terceirizados,desconhecido,telefone móvel,maio,curta,nenhum,não
19-34,escritório,não,telefone móvel,novembro,média,mais de um,sim
35-59,gerência,não,telefone móvel,maio,média,nenhum,não
19-34,outros,não,telefone móvel,agosto,curta,nenhum,não
35-59,gerência,desconhecido,telefone fixo,junho,média,nenhum,não
35-59,aposentado,não,telefone móvel,maio,média,nenhum,não
19-34,escritório,não,telefone móvel,agosto,média,nenhum,não
35-59,outros,não,telefone fixo,junho,média,nenhum,não
19-34,escritório,não,telefone fixo,junho,curta,nenhum,não
19-34,outros,não,telefone móvel,novembro,média,nenhum,sim
60+,aposentado,não,telefone móvel,maio,média,apenas um,sim
19-34,escritório,não,telefone móvel,agosto,média,nenhum,não
35-59,manual,não,telefone móvel,novembro,longa,nenhum,sim
35-59,outros,não,telefone móvel,junho,média,apenas um,não
35-59,gerência,desconhecido,telefone móvel,novembro,longa,nenhum,sim
19-34,escritório,não,telefone móvel,maio,curta,apenas um,não
35-59,gerência,não,telefone móvel,maio,longa,apenas um,sim
19-34,escritório,não,telefone móvel,abril,curta,nenhum,não
19-34,terceirizados,não,telefone fixo,maio,curta,nenhum,não
35-59,gerência,não,telefone fixo,dezembro,longa,apenas um,sim
19-34,escritório,não,telefone móvel,novembro,longa,apenas um,sim
35-59,escritório,não,telefone fixo,maio,média,nenhum,não
35-59,manual,desconhecido,telefone móvel,novembro,média,nenhum,não
19-34,terceirizados,não,telefone fixo,maio,curta,nenhum,não
35-59,outros,não,telefone fixo,maio,longa,nenhum,sim
35-59,escritório,desconhecido,telefone móvel,agosto,longa,nenhum,sim
35-59,escritório,não,telefone fixo,maio,média,nenhum,não
19-34,escritório,não,telefone móvel,agosto,média,mais de um,sim
19-34,gerência,não,telefone móvel,novembro,longa,nenhum,sim
35-59,manual,desconhecido,telefone fixo,junho,curta,nenhum,não
35-59,escritório,não,telefone móvel,maio,média,apenas um,não
35-59,gerência,não,telefone fixo,maio,longa,nenhum,não
35-59,terceirizados,não,telefone móvel,agosto,média,nenhum,não
19-34,terceirizados,não,telefone fixo,junho,média,nenhum,não
35-59,escritório,não,telefone móvel,julho,média,nenhum,não
19-34,manual,não,telefone fixo,maio,longa,nenhum,não
35-59,escritório,desconhecido,telefone fixo,junho,média,nenhum,não
35-59,manual,não,telefone móvel,maio,longa,apenas um,não
35-59,gerência,não,telefone móvel,dezembro,média,nenhum,não
35-59,manual,desconhecido,telefone móvel,novembro,longa,nenhum,não
35-59,manual,desconhecido,telefone móvel,maio,longa,nenhum,sim
35-59,outros,não,telefone móvel,novembro,longa,nenhum,sim
35-59,manual,desconhecido,telefone móvel,agosto,longa,nenhum,sim
35-59,outros,não,telefone fixo,junho,média,nenhum,não
19-34,escritório,não,telefone fixo,maio,média,nenhum,não
19-34,escritório,não,telefone móvel,julho,curta,nenhum,não
35-59,outros,não,telefone fixo,junho,média,nenhum,não
19-34,outros,não,telefone móvel,agosto,média,nenhum,sim
35-59,outros,não,telefone móvel,agosto,longa,nenhum,sim
19-34,outros,desconhecido,telefone fixo,maio,longa,nenhum,sim
35-59,manual,não,telefone móvel,outubro,média,nenhum,sim
